,Baylor ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Alexis Jones,6,15,2,6,4,9,0,0,0,4,6,7,0,2,0,16,0.0,3.0
1,Nina Davis,10,17,10,17,0,0,10,11,5,2,1,0,2,1,0,30,0.5882352941176471,1.0
2,Niya Johnson,1,1,1,1,0,0,1,2,1,2,10,1,0,2,2,3,1.0,5.0
3,Alexis Prince,2,6,1,2,1,4,0,0,1,12,1,0,2,2,3,5,0.0,0.5
4,Beatrice Mompremier,1,3,1,3,0,0,3,4,1,1,1,0,3,3,2,5,1.0,0.3333333333333333
13,School Totals,30,64,24,44,6,20,18,21,13,33,25,12,11,13,13,84,0.28125,1.9230769230769231
