,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Ariel Massengale,36,.618,.571,.429,.571,0.0,0.0,0.0,11.3,5.1,0.0,25.5,18.8,103,92,
1,Taber Spani,30,.629,.571,.429,.286,0.0,13.8,7.5,0.0,2.0,0.0,20.2,19.0,104,91,
2,Meighan Simmons,29,.719,.667,.500,.333,0.0,14.3,7.8,29.3,2.1,8.1,22.5,17.7,129,88,
3,Kamiko Williams,25,.688,.667,.000,.444,6.7,16.6,12.1,23.9,9.8,0.0,15.7,29.4,126,71,
4,Bashaara Graves,25,.667,.667,.000,.000,6.7,11.0,9.1,16.2,0.0,0.0,0.0,6.9,164,97,
6,Cierra Burdick,18,.452,.333,.333,1.000,18.5,15.3,16.8,21.4,6.8,0.0,41.0,23.5,82,79,
7,Isabelle Harrison,17,.580,.400,.000,.800,29.4,16.2,22.2,0.0,0.0,20.8,12.9,26.3,128,88,
8,Jasmine Jones,17,.429,.429,.000,.000,9.8,16.2,13.3,14.8,7.2,0.0,0.0,23.7,109,77,
9,Nia Moore,2,,,,,0.0,69.0,37.7,0.0,0.0,0.0,100.0,28.8,0,63,
10,Jasmine Phillips,1,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,104,
11,School Totals,200,.607,.553,.213,.404,33.3,62.1,49.1,56.5,20.0,14.7,20.0,100.0,104.6,80.0,
