,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Tennessee ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Mercedes Russell,35,4,5,.800,4,5,.800,0,0,,0,2,.000,3,10,13,1,0,2,0,0,8
1,Jordan Reynolds,34,1,5,.200,1,4,.250,0,1,.000,2,2,1.000,1,2,3,4,0,0,0,1,4
2,Diamond DeShields,30,4,15,.267,2,10,.200,2,5,.400,4,6,.667,0,4,4,3,2,1,2,5,14
3,Bashaara Graves,24,2,6,.333,2,5,.400,0,1,.000,1,2,.500,0,5,5,2,1,0,2,2,5
4,Jaime Nared,14,1,7,.143,1,6,.167,0,1,.000,2,2,1.000,0,1,1,0,0,0,2,1,4
6,Te'a Cooper,24,7,11,.636,7,10,.700,0,1,.000,1,1,1.000,1,2,3,2,0,0,2,5,15
7,Andraya Carter,19,1,4,.250,1,3,.333,0,1,.000,4,4,1.000,2,0,2,0,1,0,2,1,6
8,Kortney Dunbar,10,1,2,.500,0,0,,1,2,.500,0,0,,0,1,1,0,0,0,0,1,3
9,Meme Jackson,4,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
10,Alexa Middleton,3,0,0,,0,0,,0,0,,0,0,,0,1,1,1,0,0,0,0,0
11,Nia Moore,3,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
12,School Totals,200,21,55,.382,18,43,.419,3,12,.250,14,19,.737,7,26,33,13,4,3,10,16,59
