,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Blake Dietrick,40,.507,.375,.750,.750,0.0,8.6,4.7,21.7,1.4,0.0,27.3,17.1,106,103,
1,Michelle Miller,38,.772,.750,.333,.167,7.3,15.0,11.5,11.9,0.0,0.0,13.4,18.3,150,105,
2,Annie Tarakchian,38,.640,.542,.500,.500,10.9,42.1,28.0,26.7,1.5,0.0,12.0,20.5,152,96,
3,Alex Wheatley,35,.444,.400,.000,.267,23.6,13.1,17.9,12.6,0.0,0.0,15.2,26.4,107,105,
4,Amanda Berntsen,17,1.053,,,,0.0,20.2,11.0,18.8,0.0,0.0,77.3,10.7,72,104,
6,Vanessa Smith,25,.696,.667,.000,.667,16.6,4.6,10.0,17.2,0.0,8.2,39.2,23.9,96,100,
7,Mariah Smith,6,.339,.500,.000,1.000,23.0,0.0,10.4,0.0,9.3,0.0,0.0,22.5,85,87,
8,Taylor Williams,1,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,107,
9,School Totals,200,.594,.536,.291,.473,51.7,85.7,70.3,72.0,4.2,5.1,22.0,100.0,111.1,97.2,
