,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Kentucky ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Makayla Epps,37,12,21,.571,10,18,.556,2,3,.667,3,5,.600,0,1,1,3,1,1,0,2,29
1,Bria Goss,33,4,9,.444,3,6,.500,1,3,.333,3,6,.500,2,1,3,1,0,0,2,3,12
2,Jennifer O'Neill,31,5,16,.313,5,13,.385,0,3,.000,6,9,.667,2,4,6,1,5,0,0,4,16
3,Jelleah Sidney,27,4,10,.400,3,8,.375,1,2,.500,0,0,,1,2,3,1,3,0,0,5,9
4,Alyssa Rice,18,2,6,.333,2,6,.333,0,0,,3,5,.600,2,2,4,0,0,2,0,2,7
6,Linnae Harper,29,3,8,.375,3,7,.429,0,1,.000,3,6,.500,5,7,12,4,2,0,1,3,9
7,Alexis Jennings,13,3,4,.750,3,4,.750,0,0,,2,3,.667,0,1,1,1,0,0,1,3,8
8,Kyvin Goodin-Rogers,11,0,2,.000,0,1,.000,0,1,.000,4,4,1.000,3,1,4,1,0,1,1,3,4
9,School Totals,199,33,76,.434,29,63,.460,4,13,.308,24,38,.632,15,19,34,12,11,4,5,25,94
