,South Carolina ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Brea Beal,1,3,1,3,0,0,0,0,0,8,1,0,2,0,0,2,0.0,0.0
1,Zia Cooke,7,15,6,12,1,3,1,2,0,6,3,1,0,4,1,16,0.06666666666666667,0.75
2,Aliyah Boston,2,11,2,11,0,0,6,6,5,3,1,2,2,2,3,10,0.5454545454545454,0.5
3,Destanni Henderson,4,9,2,6,2,3,2,2,0,3,7,0,0,5,1,12,0.2222222222222222,1.4
4,Victaria Saxton,6,8,6,8,0,0,0,0,2,6,0,1,1,1,0,12,0.0,0.0
10,School Totals,25,57,22,50,3,7,9,10,8,35,14,4,14,14,12,62,0.15789473684210525,1.0
