,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Michigan ,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Kyah Watson,38,.232,.208,.583,.167,0.0,10.5,5.3,24.9,1.8,0.0,13.4,23.6,56,92,
1,Liv Korngable,36,.231,.231,.231,.000,0.0,0.0,0.0,28.4,1.9,0.0,7.1,23.4,59,98,
2,Maddie Krull,32,.424,.375,1.000,1.000,4.2,25.0,14.6,7.0,0.0,0.0,34.2,16.5,65,88,
3,Chloe Lamb,29,.429,.429,.286,.000,4.6,9.2,6.9,18.6,4.6,0.0,22.2,18.7,77,86,
4,Hannah Sjerven,28,.659,.636,.091,.364,4.8,33.3,19.0,15.9,0.0,0.0,7.3,29.6,124,84,
6,Grace Larkins,23,.900,.900,.600,.000,5.8,0.0,2.9,0.0,2.9,0.0,16.7,15.7,129,95,
7,Allison Peplowski,12,,,,,22.2,11.1,16.7,0.0,0.0,0.0,,0.0,219,96,
8,Jeniah Ugofsky,2,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,102,
9,School Totals,200,.432,.413,.385,.192,20.0,63.3,41.7,63.2,8.5,0.0,15.0,100.0,83.1,88.1,
