,UCLA ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Jordin Canada,9,19,9,17,0,2,2,2,0,1,11,2,0,2,5,20,0.10526315789473684,5.5
1,Monique Billings,6,12,6,12,0,0,5,8,5,11,0,2,1,1,3,17,0.4166666666666667,0.0
2,Kennedy Burke,2,9,2,8,0,1,1,2,3,1,2,2,0,0,3,5,0.1111111111111111,0.0
3,Kari Korver,5,11,0,0,5,11,0,0,2,0,0,2,0,1,4,15,0.0,0.0
4,Kelli Hayes,1,5,0,3,1,2,0,0,1,1,1,0,1,0,4,3,0.0,0.0
8,School Totals,26,68,17,41,9,27,10,14,11,15,14,8,2,6,24,71,0.14705882352941177,2.3333333333333335
