,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Mississippi State ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Jazzmun Holmes,25,4,6,.667,4,6,.667,0,0,,2,3,.667,2,5,7,3,1,1,0,0,10
1,Anriel Howard,23,7,13,.538,6,12,.500,1,1,1.000,8,10,.800,6,6,12,1,1,0,0,0,23
2,Teaira McCowan,23,7,11,.636,7,10,.700,0,1,.000,8,9,.889,5,11,16,1,2,0,1,1,22
3,Jordan Danberry,23,6,8,.750,6,8,.750,0,0,,1,3,.333,0,2,2,2,3,0,1,2,13
4,Andra Espinoza-Hunter,21,3,7,.429,1,3,.333,2,4,.500,0,0,,0,1,1,1,1,0,1,1,8
6,Bre Scott,23,5,9,.556,5,7,.714,0,2,.000,8,8,1.000,1,3,4,2,4,0,2,1,18
7,Xaria Wiggins,19,1,8,.125,1,4,.250,0,4,.000,0,0,,0,2,2,3,2,1,3,3,2
8,Myah Taylor,18,3,5,.600,3,4,.750,0,1,.000,1,2,.500,0,1,1,0,3,0,2,2,7
9,Zion Campbell,13,0,1,.000,0,1,.000,0,0,,0,0,,1,0,1,0,0,0,1,1,0
10,Jessika Carter,12,0,0,,0,0,,0,0,,0,2,.000,1,0,1,0,0,1,2,1,0
11,School Totals,200,36,68,.529,33,55,.600,3,13,.231,28,37,.757,16,31,47,13,17,3,13,12,103
