,Texas ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Brady Sanders,2,6,2,4,0,2,0,0,0,1,7,0,0,0,1,4,0.0,0.0
1,Imani Boyette,7,10,7,10,0,0,6,8,5,6,0,0,1,1,3,20,0.6,0.0
2,Empress Davenport,4,8,4,8,0,0,3,4,1,4,5,2,0,7,2,11,0.375,0.7142857142857143
3,Celina Rodrigo,1,1,1,1,0,0,0,0,1,4,2,0,0,3,2,2,0.0,0.6666666666666666
4,Brianna Taylor,0,6,0,6,0,0,0,2,0,0,0,2,0,0,2,0,0.0,0.0
9,School Totals,28,59,27,51,1,8,16,22,9,24,15,9,3,13,18,73,0.2711864406779661,1.1538461538461537
