,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Stanford ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Nnemkadi Ogwumike,34,11,16,.688,10,14,.714,1,2,.500,5,7,.714,1,9,10,4,3,1,3,0,28
1,Toni Kokenis,32,4,7,.571,4,6,.667,0,1,.000,1,2,.500,1,2,3,0,1,0,3,2,9
2,Amber Orrange,32,2,4,.500,1,3,.333,1,1,1.000,2,2,1.000,1,4,5,11,1,0,3,1,7
3,Joslyn Tinkle,28,6,7,.857,2,3,.667,4,4,1.000,0,0,,0,5,5,2,0,2,1,2,16
4,Chiney Ogwumike,14,4,6,.667,4,6,.667,0,0,,1,3,.333,2,4,6,1,0,0,0,2,9
6,Sarah Boothe,21,2,4,.500,2,4,.500,0,0,,0,0,,2,1,3,1,0,3,2,4,4
7,Taylor Greenfield,16,0,3,.000,0,1,.000,0,2,.000,0,0,,0,1,1,1,0,0,1,3,0
8,Lindy La Rocque,14,0,2,.000,0,0,,0,2,.000,0,0,,0,2,2,1,0,0,3,0,0
9,Sara James,3,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,2,0,0
10,Erica Payne,3,0,1,.000,0,1,.000,0,0,,0,0,,0,1,1,0,0,1,0,1,0
11,Bonnie Samuelson,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
12,Grace Mashore,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
13,School Totals,200,29,50,.580,23,38,.605,6,12,.500,9,14,.643,7,29,36,21,5,7,18,15,73
