,Tennessee ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Ariel Massengale,5,13,2,4,3,9,5,6,0,5,2,0,0,2,1,18,0.38461538461538464,1.0
1,Bashaara Graves,9,11,9,11,0,0,6,8,2,3,3,1,1,1,2,24,0.5454545454545454,3.0
2,Andraya Carter,3,7,1,4,2,3,0,2,2,2,4,3,0,0,2,8,0.0,0.0
3,Jordan Reynolds,3,9,3,9,0,0,2,2,3,2,1,1,0,2,0,8,0.2222222222222222,0.5
4,Cierra Burdick,0,4,0,4,0,0,0,0,3,8,5,2,0,5,4,0,0.0,1.0
8,School Totals,26,62,21,49,5,13,15,21,16,26,17,8,3,13,14,72,0.24193548387096775,1.3076923076923077
