,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Oklahoma ,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Laura Stockton,35,.439,.400,.200,.133,0.0,3.9,1.7,26.7,4.4,0.0,20.1,25.1,81,99,
1,Jill Barta,31,.421,.393,.357,.214,0.0,22.2,9.5,7.4,3.3,4.3,11.5,24.7,84,96,
2,Kiara Kudron,27,.377,.364,.000,.182,15.2,20.4,17.4,16.4,0.0,0.0,7.8,21.1,91,107,
3,Emma Stach,27,.588,.500,.600,.400,3.8,15.3,8.7,7.0,0.0,0.0,14.5,11.3,115,108,
4,Elle Tinkle,25,.505,.444,.111,.444,4.1,27.6,14.1,18.2,2.1,0.0,8.5,20.8,108,100,
6,Emma Wolfram,18,.167,.167,.000,.000,28.5,30.7,29.4,20.4,2.9,14.8,33.3,22.1,51,88,
7,Makenlee Williams,15,.375,.375,1.000,.000,6.8,0.0,3.9,12.5,0.0,0.0,0.0,11.8,101,111,
8,Chandler Smith,12,.169,.000,.500,1.000,0.0,11.5,4.9,0.0,0.0,0.0,25.8,14.3,30,109,
9,Zykera Rice,5,.333,.333,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.5,75,111,
10,Jessie Loera,5,.000,.000,.500,.000,0.0,27.6,11.8,0.0,0.0,0.0,0.0,17.7,0,106,
11,School Totals,200,.397,.359,.254,.211,30.8,82.8,52.9,54.2,9.1,10.0,14.3,100.0,80.5,97.4,
