,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Oklahoma ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Peyton Little,40,5,11,.455,2,5,.400,3,6,.500,5,5,1.000,1,4,5,5,1,0,3,2,18
1,Maddie Manning,37,2,10,.200,0,3,.000,2,7,.286,4,4,1.000,1,8,9,0,1,0,1,2,10
2,Vionise Pierre-Louis,33,6,11,.545,6,11,.545,0,0,,5,7,.714,2,7,9,1,1,9,2,4,17
3,Gabbi Ortiz,29,3,6,.500,1,2,.500,2,4,.500,4,4,1.000,0,1,1,2,1,0,1,2,12
4,Chelsea Dungee,24,3,5,.600,2,3,.667,1,2,.500,0,0,,0,6,6,0,1,0,4,3,7
6,Gioya Carter,14,3,6,.500,2,4,.500,1,2,.500,1,1,1.000,1,0,1,1,0,0,1,0,8
7,T'ona Edwards,14,0,2,.000,0,2,.000,0,0,,0,0,,0,0,0,1,0,0,4,2,0
8,Derica Wyatt,4,1,2,.500,0,0,,1,2,.500,0,0,,0,0,0,0,0,0,0,0,3
9,Ijeoma Odimgbe,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,2,0,1,0
10,Nancy Mulkey,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
11,McKenna Treece,1,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,1,2,0
12,School Totals,200,23,53,.434,13,30,.433,10,23,.435,19,21,.905,5,27,32,10,5,11,17,18,75
