,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Duke ,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
0,Quenese Davis,40,.541,.500,.583,.167,3.7,12.5,8.5,20.0,2.6,0.0,35.2,23.7,81,91
1,Jene Morris,40,.343,.306,.556,.111,0.0,12.5,6.8,18.8,6.5,2.0,9.6,24.9,84,82
2,Jessika Bradley,34,.756,.700,.200,.400,4.4,7.4,6.0,7.1,1.5,0.0,25.4,11.1,121,96
3,Paris Johnson,30,.576,.556,.000,.333,24.7,12.5,18.1,20.0,1.7,13.3,36.8,26.0,85,88
4,Coco Davis,27,.300,.300,.800,.000,5.5,4.6,5.0,8.0,0.0,0.0,37.5,14.1,51,100
6,Allison Duffy,19,.500,.500,.667,.000,7.8,26.3,17.8,0.0,5.5,0.0,57.1,17.6,44,78
7,Kim Spinardi,5,1.500,1.500,1.000,.000,0.0,0.0,0.0,66.7,0.0,0.0,50.0,19.1,140,103
8,Kalena Tutt,5,.526,,,,0.0,0.0,0.0,0.0,0.0,0.0,53.2,17.9,54,103
9,School Totals,200,.498,.462,.472,.208,33.3,56.3,45.8,55.0,14.3,12.0,30.9,100.0,75.3,85.7
