,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Duke ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Keturah Jackson,37,2,4,.500,1,3,.333,1,1,1.000,1,1,1.000,3,3,6,2,6,1,0,1,6
1,Joy Cheek,35,6,15,.400,6,13,.462,0,2,.000,2,2,1.000,3,3,6,1,2,0,5,1,14
2,Jasmine Thomas,33,10,19,.526,9,16,.563,1,3,.333,8,8,1.000,2,3,5,6,5,0,4,0,29
3,Bridgette Mitchell,30,3,11,.273,3,8,.375,0,3,.000,1,2,.500,5,3,8,2,7,0,5,3,7
4,Krystal Thomas,28,2,4,.500,2,4,.500,0,0,,4,9,.444,1,4,5,1,1,2,4,1,8
6,Karima Christmas,16,0,0,,0,0,,0,0,,0,0,,0,2,2,0,1,0,3,4,0
7,Allison Vernerey,10,1,6,.167,1,6,.167,0,0,,0,0,,0,0,0,0,1,0,1,4,2
8,Shay Selby,9,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
9,Alexis Rogers,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0
10,Kathleen Scheer,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
11,School Totals,200,24,59,.407,22,50,.440,2,9,.222,16,22,.727,14,18,32,12,23,3,23,14,66
