,Stanford ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Haley Jones,4,11,4,10,0,1,10,11,3,9,4,1,2,4,2,18,0.9090909090909091,1.0
1,Lacie Hull,0,6,0,3,0,3,0,0,0,5,4,0,2,3,3,0,0.0,1.3333333333333333
2,Lexie Hull,7,14,5,10,2,4,4,6,1,2,2,1,0,3,3,20,0.2857142857142857,0.6666666666666666
3,Anna Wilson,1,4,1,1,0,3,0,0,1,3,1,1,0,1,3,2,0.0,1.0
4,Cameron Brink,4,9,3,5,1,4,1,1,2,4,1,1,6,1,4,10,0.1111111111111111,1.0
10,School Totals,19,51,16,34,3,17,18,22,11,31,14,4,11,17,22,59,0.35294117647058826,0.8235294117647058
