,Notre Dame ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Kayla McBride,8,19,6,15,2,4,4,4,1,4,9,1,0,2,3,22,0.21052631578947367,4.5
1,Jewell Loyd,5,12,5,11,0,1,9,11,3,4,1,3,2,3,0,19,0.75,0.3333333333333333
2,Natalie Achonwa,8,10,8,10,0,0,9,12,6,5,1,2,1,6,2,25,0.9,0.16666666666666666
3,Lindsay Allen,1,2,1,2,0,0,2,3,0,2,2,1,0,2,4,4,1.0,1.0
4,Ariel Braker,1,2,1,2,0,0,0,0,5,1,4,0,1,2,3,2,0.0,2.0
12,School Totals,28,57,25,51,3,6,25,32,16,21,19,9,4,22,22,84,0.43859649122807015,0.8636363636363636
