,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,New Mexico State ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Moriah Mack,37,5,9,.556,5,8,.625,0,1,.000,1,2,.500,2,2,4,1,2,0,3,3,11
1,Shanice Davis,36,2,11,.182,2,5,.400,0,6,.000,4,4,1.000,1,3,4,1,2,0,5,3,8
2,Sasha Weber,33,6,12,.500,2,3,.667,4,9,.444,2,2,1.000,0,2,2,0,0,0,7,2,18
3,Brooke Salas,20,3,6,.500,3,4,.750,0,2,.000,2,2,1.000,0,2,2,1,1,0,4,4,8
4,Brianna Freeman,18,2,5,.400,2,5,.400,0,0,,0,2,.000,2,1,3,0,1,0,1,3,4
6,Tamera William,25,0,6,.000,0,5,.000,0,1,.000,1,2,.500,0,3,3,2,3,1,0,1,1
7,Tyler Ellis,18,0,1,.000,0,1,.000,0,0,,0,0,,4,2,6,0,1,1,0,1,0
8,Zaire Williams,8,1,4,.250,1,3,.333,0,1,.000,0,0,,1,1,2,0,0,0,1,1,2
9,Tyesha Taylor,4,0,2,.000,0,2,.000,0,0,,0,0,,0,0,0,0,0,1,0,0,0
10,Abby Scott,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
11,School Totals,200,19,56,.339,15,36,.417,4,20,.200,10,14,.714,10,16,26,5,10,3,21,18,52
