,Maryland ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Tianna Hawkins,7,10,7,10,0,0,1,2,8,6,1,6,1,2,3,15,0.1,0.5
1,Laurin Mincy,6,10,4,5,2,5,10,13,1,6,2,0,0,2,0,24,1.0,1.0
2,Alyssa Thomas,3,10,3,10,0,0,0,3,2,2,1,0,0,2,4,6,0.0,0.5
3,Anjale Barrett,2,8,2,6,0,2,1,3,1,3,3,0,0,4,0,5,0.125,0.75
4,Alicia DeVaughn,2,2,2,2,0,0,0,0,0,1,0,0,0,1,4,4,0.0,0.0
9,School Totals,26,56,21,41,5,15,15,27,13,25,14,8,1,15,18,72,0.26785714285714285,0.9333333333333333
