,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Notre Dame ,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Bria Hartley,45,.501,.500,.353,.118,0.0,7.1,3.9,12.5,1.2,0.0,21.9,24.2,88,109,
1,Tiffany Hayes,39,.388,.364,.091,.364,6.8,13.7,10.6,4.4,6.9,0.0,32.0,22.9,63,93,
2,Stefanie Dolson,34,.625,.625,.000,.000,15.6,15.8,15.7,7.5,0.0,9.1,20.0,27.9,107,103,
3,Kelly Faris,33,.633,.500,.167,.667,8.0,3.2,5.4,25.3,4.9,0.0,27.9,15.5,115,103,
4,Caroline Doty,22,.000,.000,1.000,.000,6.0,9.7,8.1,6.6,0.0,3.5,0.0,4.3,53,109,
6,Kaleena Mosqueda-Lewis,36,.451,.385,.231,.231,0.0,20.8,11.5,5.1,1.5,2.2,6.5,20.2,100,100,
7,Kiah Stokes,16,.667,.667,.000,.000,16.5,13.4,14.8,11.1,0.0,9.7,40.0,14.8,93,104,
8,School Totals,225,.506,.478,.191,.191,32.4,59.5,47.4,41.9,11.9,13.8,22.1,100.0,89.3,98.8,
