,Stanford ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Kiana Williams,3,17,3,6,0,11,3,4,0,5,2,5,0,0,1,9,0.17647058823529413,0.0
1,DiJonai Carrington,2,11,2,8,0,3,2,4,3,2,0,2,0,4,4,6,0.18181818181818182,0.0
2,Alanna Smith,3,7,3,6,0,1,7,10,1,5,2,0,1,1,4,13,1.0,2.0
3,Maya Dodson,0,4,0,4,0,0,2,2,3,4,0,2,3,2,1,2,0.5,0.0
4,Lacie Hull,0,2,0,0,0,2,0,0,0,4,1,0,0,2,1,0,0.0,0.5
12,School Totals,17,68,14,39,3,29,18,24,16,34,8,9,6,12,19,55,0.2647058823529412,0.6666666666666666
