,Unnamed: 0_level_0,Unnamed: 1_level_0,Four Factors,Four Factors,Four Factors,Four Factors,Unnamed: 6_level_0
,Unnamed: 0_level_1,Pace,eFG%,TOV%,ORB%,FT/FGA,ORtg
0,Cal State Northridge,71.1,0.406,14.4,28.2,0.058,84.5
1,Stanford,71.1,0.551,16.5,15.8,0.388,102.8
