,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Stanford ,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Zia Cooke,39,.543,.543,.348,.000,0.0,0.0,0.0,7.3,0.0,0.0,11.5,31.7,119,123,
1,Destanni Henderson,39,.626,.542,.583,.417,2.7,12.7,7.4,16.1,0.0,0.0,26.0,23.4,114,115,
2,Brea Beal,39,.251,.222,.111,.222,16.5,3.2,10.3,4.6,4.7,0.0,0.0,12.0,97,110,
3,Aliyah Boston,33,.393,.393,.214,.000,22.7,33.8,27.8,6.7,1.9,9.2,6.7,21.6,111,92,
4,Victaria Saxton,29,.000,.000,.000,.000,0.0,4.3,2.0,5.7,2.1,0.0,0.0,1.6,70,115,
6,Laeticia Amihere,18,.289,.250,.125,.625,23.8,13.8,19.1,22.4,3.4,4.2,16.4,32.2,80,104,
7,Destiny Littleton,1,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,123,
8,School Totals,198,.447,.425,.299,.179,48.6,53.1,50.7,37.5,9.4,9.6,13.1,100.0,101.6,103.1,
