,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Kennedy Burke,36,.643,.643,.571,.000,0.0,16.3,10.1,39.1,1.8,5.1,0.0,12.1,173,74,
1,Kari Korver,28,1.050,1.050,1.000,.000,0.0,12.6,7.8,0.0,2.4,0.0,9.1,24.4,161,77,
2,Jordin Canada,27,.674,.643,.429,.571,7.1,17.4,13.5,67.7,2.5,0.0,18.6,24.7,152,74,
3,Monique Billings,25,.550,.556,.000,.444,7.6,4.7,5.8,0.0,8.0,7.3,15.7,31.6,97,68,
4,Kelli Hayes,24,1.000,1.000,.000,.000,15.9,4.9,9.1,0.0,0.0,3.8,0.0,5.2,212,86,
6,Nicole Kornet,21,.222,.222,.667,.000,9.1,16.8,13.9,7.3,3.2,0.0,10.0,29.5,63,73,
7,Paulina Hersler,20,.750,.750,.167,.000,19.0,11.8,14.5,9.1,0.0,0.0,0.0,18.6,165,82,
8,Dominique Williams,12,,,,,0.0,19.6,12.1,11.1,5.5,0.0,100.0,10.3,31,65,
9,Ashley Hearn,7,.667,.667,.000,.000,0.0,0.0,0.0,0.0,0.0,13.0,0.0,26.6,132,86,
10,School Totals,200,.660,.660,.453,.151,33.3,61.8,50.9,76.7,13.3,13.6,12.3,100.0,125.0,71.7,
