,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Iowa State ,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
0,Erica Prosser,34,.271,.136,.727,.364,0.0,7.8,3.5,24.0,1.7,5.6,19.0,24.9,52,120
1,Emily Gratch,31,.485,.400,.200,.500,10.5,12.9,11.6,44.2,5.6,3.1,14.1,24.6,95,110
2,Tricia Smith,30,.375,.375,.500,.000,7.2,22.2,13.9,0.0,5.8,3.2,20.0,17.9,64,105
3,Alex Ross,29,.250,.250,.500,.000,0.0,0.0,0.0,14.3,0.0,0.0,33.3,11.1,38,130
4,Alexa Williams,14,.333,.333,.000,.000,0.0,0.0,0.0,0.0,4.2,6.8,40.0,19.2,37,118
6,Courtney Dentler,23,.503,.429,.571,.286,0.0,11.6,5.2,0.0,0.0,0.0,38.8,30.1,59,125
7,Kristen Dalton,18,.101,.000,.750,.500,0.0,22.2,10.0,20.2,0.0,0.0,0.0,14.6,31,120
8,Ryan Ingalls,8,.339,.000,.000,1.000,0.0,33.3,14.9,0.0,0.0,11.9,25.8,26.0,56,110
9,Becky Guman,6,1.053,,,,18.0,0.0,10.0,0.0,0.0,0.0,0.0,7.9,248,130
10,Sarah Pearce,2,.000,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,0,130
11,Kristen Iafolla,2,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,130
12,Kelly Peterson,2,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,130
13,Marybeth Egan,1,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,130
14,School Totals,200,.362,.270,.460,.340,16.2,56.7,34.3,54.5,11.6,14.3,22.6,100.0,60.9,114.5
