,Louisiana State ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Danielle Ballard,7,23,7,23,0,0,8,9,5,10,6,2,0,3,3,22,0.34782608695652173,2.0
1,DaShawn Harden,4,14,2,8,2,6,2,2,1,7,2,3,1,3,1,12,0.14285714285714285,0.6666666666666666
2,Shanece McKinney,6,8,6,8,0,0,1,1,5,2,0,0,5,1,4,13,0.125,0.0
3,Theresa Plaisance,2,9,2,7,0,2,4,4,7,2,0,1,1,5,4,8,0.4444444444444444,0.0
4,Jeanne Kenney,1,5,1,3,0,2,0,0,0,2,2,1,0,0,1,2,0.0,0.0
9,School Totals,27,70,25,59,2,11,20,22,22,29,12,7,9,18,19,76,0.2857142857142857,0.6666666666666666
