,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
0,Destini Hughes,31,.633,.500,.333,.667,0.0,0.0,0.0,7.7,0.0,0.0,0.0,6.1,163,75
1,Allison Hightower,28,.455,.455,.000,.000,14.3,13.8,14.1,26.3,2.2,3.9,15.4,22.6,97,63
2,LaSondra Barrett,27,.616,.455,.000,1.000,7.4,28.7,16.7,0.0,2.3,0.0,5.9,30.4,140,59
3,Katherine Graham,26,.393,.286,.000,.571,11.5,29.8,19.5,41.2,7.0,4.2,25.5,22.0,84,46
4,Courtney Jones,24,.531,.500,.125,.375,12.5,10.8,11.7,29.4,2.5,0.0,17.7,23.0,106,65
6,Bianca Lutley,16,.252,.200,.400,.400,0.0,8.1,3.5,0.0,0.0,0.0,25.4,24.0,45,72
7,Taylor Turnbow,15,.101,.000,.000,.500,20.0,8.6,15.0,0.0,0.0,7.2,29.1,22.3,35,67
8,Adrienne Webb,13,.000,.000,.500,.000,7.7,19.9,13.0,0.0,4.7,0.0,0.0,15.0,14,58
9,Swayze Black,7,.256,.000,.000,2.000,0.0,18.4,8.0,0.0,0.0,15.4,34.7,20.0,40,58
10,Jasmine Nelson,7,,,,,14.3,18.4,16.1,0.0,0.0,0.0,,0.0,204,69
11,Erica Williams,6,.385,.000,.500,2.000,0.0,43.0,18.8,0.0,0.0,0.0,0.0,30.5,107,59
12,School Totals,200,.427,.330,.125,.536,42.5,80.6,59.2,50.0,10.6,10.8,15.6,100.0,90.9,59.1
