,South Carolina ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Tyasha Harris,3,10,1,5,2,5,2,4,0,4,6,1,0,4,1,10,0.2,1.5
1,Doniyah Cliney,1,5,0,2,1,3,0,0,0,3,5,1,0,0,1,3,0.0,0.0
2,Bianca Jackson,5,10,3,5,2,5,1,2,1,1,0,0,0,1,2,13,0.1,0.0
3,A'ja Wilson,8,17,8,17,0,0,9,11,4,7,3,2,3,3,3,25,0.5294117647058824,1.0
4,Alexis Jennings,5,10,5,10,0,0,0,0,1,1,2,1,1,1,3,10,0.0,2.0
9,School Totals,23,54,18,41,5,13,15,23,9,27,16,6,5,10,16,66,0.2777777777777778,1.6
