,Stanford ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Haley Jones,7,17,5,13,2,4,1,2,3,7,6,1,1,3,1,17,0.058823529411764705,2.0
1,Anna Wilson,1,3,1,1,0,2,2,4,0,2,2,0,0,2,1,4,0.6666666666666666,1.0
2,Lexie Hull,6,16,5,10,1,6,6,9,3,6,3,1,0,3,3,19,0.375,1.0
3,Lacie Hull,1,1,0,0,1,1,0,0,0,1,1,0,0,2,5,3,0.0,0.5
4,Cameron Brink,6,7,5,6,1,1,2,2,4,4,0,1,5,3,5,15,0.2857142857142857,0.0
12,School Totals,26,57,20,36,6,21,14,21,15,30,15,3,10,18,22,72,0.24561403508771928,0.8333333333333334
