,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
0,Shekinna Stricklen,40,.453,.441,.294,.353,4.0,11.1,6.5,22.2,1.4,0.0,0.0,21.7,112,111
1,Angie Bjorklund,40,.273,.273,.273,.000,0.0,7.4,2.6,35.0,1.4,0.0,4.3,25.4,76,112
2,Alyssia Brewer,34,.309,.333,.000,.167,4.7,21.8,10.7,0.0,0.0,0.0,0.0,16.7,76,113
3,Alicia Manning,24,.334,.286,.000,.143,6.7,24.7,13.0,7.7,0.0,3.6,0.0,13.7,93,109
4,Kelley Cain,23,.432,.444,.000,.333,17.4,32.2,22.6,0.0,0.0,7.6,16.2,23.6,86,104
6,Glory Johnson,20,.452,.333,.000,1.000,16.0,22.2,18.2,8.7,2.7,0.0,41.0,16.2,74,107
7,Taber Spani,18,.600,.600,1.000,.000,8.9,0.0,5.8,0.0,6.1,0.0,16.7,14.7,109,102
8,Kamiko Williams,1,.000,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,50.0,88.3,0,116
9,School Totals,200,.373,.362,.211,.197,34.0,81.5,50.6,52.0,6.8,6.5,8.8,100.0,84.9,105.5
