,Kentucky ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,DeNesha Stallworth,9,14,8,13,1,1,0,0,4,4,2,1,1,0,4,19,0.0,0.0
1,Samarie Walker,1,5,1,5,0,0,1,2,1,6,1,2,0,1,2,3,0.2,1.0
2,Bria Goss,2,8,2,8,0,0,9,10,2,2,0,0,1,0,5,13,1.125,0.0
3,Kastine Evans,1,5,1,1,0,4,2,2,0,2,1,2,0,3,1,4,0.4,0.3333333333333333
4,Janee Thompson,1,5,1,5,0,0,0,2,1,0,2,0,0,0,4,2,0.0,0.0
11,School Totals,24,69,21,57,3,12,21,26,15,21,10,5,4,8,25,72,0.30434782608695654,1.25
