,Connecticut ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Kia Nurse,5,7,3,5,2,2,2,2,0,0,6,4,0,0,0,14,0.2857142857142857,0.0
1,Katie Lou Samuelson,7,10,4,6,3,4,5,5,2,3,1,2,0,2,1,22,0.5,0.5
2,Moriah Jefferson,6,9,4,6,2,3,0,0,0,0,5,2,0,1,0,14,0.0,5.0
3,Breanna Stewart,5,7,4,4,1,3,7,8,2,3,4,8,3,0,2,18,1.0,0.0
4,Morgan Tuck,3,8,2,5,1,3,6,7,2,6,2,2,0,1,0,13,0.75,2.0
12,School Totals,33,59,23,41,10,18,25,27,11,23,20,21,5,12,9,101,0.423728813559322,1.6666666666666667
