,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Vanderbilt ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Jasmine Lister,40,4,10,.400,4,9,.444,0,1,.000,11,14,.786,1,4,5,5,0,0,6,2,19
1,Christina Foggie,38,3,14,.214,2,7,.286,1,7,.143,0,1,.000,1,1,2,2,1,0,1,1,7
2,Elan Brown,37,4,9,.444,1,4,.250,3,5,.600,1,2,.500,4,5,9,2,3,0,0,1,12
3,Stephanie Holzer,27,4,6,.667,4,6,.667,0,0,,1,2,.500,4,6,10,2,3,3,4,4,9
4,Tiffany Clarke,14,2,4,.500,2,4,.500,0,0,,1,2,.500,2,2,4,0,1,0,1,4,5
6,Kady Schrann,16,3,6,.500,3,5,.600,0,1,.000,0,0,,2,1,3,1,0,0,0,1,6
7,Jordan Coleman,13,0,0,,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,4,0
8,Gabby Smith,11,0,1,.000,0,0,,0,1,.000,0,0,,0,2,2,0,0,0,0,0,0
9,Clair Watkins,4,1,1,1.000,1,1,1.000,0,0,,0,0,,1,1,2,0,0,0,0,0,2
10,School Totals,200,21,51,.412,17,36,.472,4,15,.267,14,21,.667,15,22,37,13,8,3,12,17,60
