,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Texas A&M ,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Becca Hittner,30,.559,.559,.471,.000,0.0,9.2,4.9,6.0,1.8,2.6,10.5,31.2,97,122,
1,Sammie Bachrodt,29,.375,.375,1.000,.000,5.5,23.8,15.3,43.6,0.0,0.0,42.9,11.9,105,124,
2,Brenni Rose,23,.625,.625,.125,.000,0.0,0.0,0.0,28.6,0.0,0.0,27.3,23.5,97,130,
3,Maddie Petersen,21,.700,.700,.200,.000,0.0,0.0,0.0,7.0,0.0,0.0,37.5,18.7,76,130,
4,Becca Jonas,13,.252,.200,.200,.400,49.2,0.0,22.8,10.3,0.0,5.9,14.5,26.0,85,126,
6,Sara Rhine,28,.915,.909,.000,.091,11.4,39.4,26.5,0.0,0.0,0.0,14.9,23.6,142,120,
7,Maddy Dean,26,.500,.500,.750,.000,0.0,5.3,2.8,43.4,2.1,0.0,20.0,18.9,112,124,
8,Nicole Miller,18,.750,.750,1.000,.000,0.0,23.0,12.3,14.4,3.0,0.0,0.0,5.5,166,118,
9,Hannah Fuller,8,.500,.500,.500,.000,0.0,0.0,0.0,17.9,6.7,0.0,33.3,18.4,78,115,
10,Paige Greiner,4,,,,,0.0,34.5,18.5,30.3,0.0,0.0,100.0,12.3,49,121,
11,School Totals,200,.599,.597,.387,.048,28.0,69.0,50.0,87.9,5.4,3.8,22.1,100.0,102.7,120.3,
