,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Samford ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Ruth Ketcham,31,3,8,.375,1,4,.250,2,4,.500,0,0,,1,3,4,1,0,0,2,4,8
1,Jazmine Powers,30,1,7,.143,1,7,.143,0,0,,0,0,,0,4,4,2,1,1,1,4,2
2,Hannah Dawson,27,1,5,.200,0,2,.000,1,3,.333,0,0,,2,0,2,0,1,1,1,1,3
3,Paige Anderson,26,3,11,.273,3,7,.429,0,4,.000,0,1,.000,1,3,4,1,0,0,4,2,6
4,Taylor Reece,24,3,7,.429,1,2,.500,2,5,.400,2,2,1.000,0,4,4,0,1,0,3,4,10
6,Shelby Campbell,17,3,8,.375,2,3,.667,1,5,.200,2,2,1.000,0,1,1,5,0,0,4,0,9
7,Jazmine Martin,16,1,3,.333,0,0,,1,3,.333,2,2,1.000,0,0,0,0,1,0,0,0,5
8,J'Quita Babineaux,14,2,4,.500,2,3,.667,0,1,.000,0,0,,0,0,0,0,0,0,2,1,4
9,Kendall Schwantz,11,0,0,,0,0,,0,0,,0,0,,2,1,3,0,1,0,1,0,0
10,Christy Robinson,4,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,1,0,0,0
11,School Totals,200,17,53,.321,10,28,.357,7,25,.280,6,7,.857,6,16,22,9,5,3,18,16,47
