,Unnamed: 0_level_0,Unnamed: 1_level_0,Four Factors,Four Factors,Four Factors,Four Factors,Unnamed: 6_level_0
,Unnamed: 0_level_1,Pace,eFG%,TOV%,ORB%,FT/FGA,ORtg
0,Samford,70.1,0.387,24.2,16.7,0.113,67.1
1,Duke,70.1,0.556,16.5,30.4,0.407,117.1
