,Notre Dame ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Arike Ogunbowale,6,21,5,18,1,3,5,7,0,3,1,0,0,2,2,18,0.23809523809523808,0.5
1,Marina Mabrey,3,9,2,5,1,4,3,3,0,7,2,3,0,9,1,10,0.3333333333333333,0.2222222222222222
2,Jessica Shepard,8,10,8,9,0,1,3,3,3,3,2,2,0,3,3,19,0.3,0.6666666666666666
3,Jackie Young,2,7,2,7,0,0,2,2,0,2,2,2,0,2,3,6,0.2857142857142857,1.0
4,Kathryn Westbeld,2,4,2,3,0,1,2,2,2,7,1,1,0,1,4,6,0.5,1.0
6,School Totals,22,52,20,43,2,9,15,17,6,25,8,8,1,17,17,61,0.28846153846153844,0.47058823529411764
