,Unnamed: 0_level_0,Unnamed: 1_level_0,Four Factors,Four Factors,Four Factors,Four Factors,Unnamed: 6_level_0
,Unnamed: 0_level_1,Pace,eFG%,TOV%,ORB%,FT/FGA,ORtg
0,Princeton,66.4,0.492,10.6,29.4,0.127,106.1
1,Maryland,66.4,0.638,15.6,38.5,0.19,128.8
