,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Texas A&M ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Courtney Walker,38,7,21,.333,7,20,.350,0,1,.000,0,0,,1,4,5,2,1,0,0,1,14
1,Jordan Jones,36,4,10,.400,2,4,.500,2,6,.333,2,5,.400,1,6,7,2,0,0,3,1,12
2,Achiri Ade,35,3,4,.750,3,4,.750,0,0,,0,0,,3,2,5,3,1,0,0,2,6
3,Courtney Williams,30,6,17,.353,6,16,.375,0,1,.000,1,2,.500,2,4,6,1,0,0,2,3,13
4,Karla Gilbert,29,0,6,.000,0,6,.000,0,0,,1,2,.500,2,3,5,1,0,2,2,3,1
6,Tori Scott,15,4,7,.571,4,6,.667,0,1,.000,0,0,,2,1,3,0,2,0,0,1,8
7,Rachel Mitchell,8,0,2,.000,0,2,.000,0,0,,0,0,,1,0,1,0,0,0,1,1,0
8,Curtyce Knox,4,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0
9,Tavarsha Scott-Williams,3,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0
10,Chelsea Jennings,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
11,Kristen Grant,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
12,School Totals,200,24,68,.353,22,59,.373,2,9,.222,4,9,.444,12,21,33,9,4,2,8,12,54
