,Louisville ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Sam Fuehring,7,12,4,8,3,4,0,0,2,7,2,0,0,0,2,17,0.0,0.0
1,AD Durr,5,12,5,8,0,4,7,9,0,8,4,0,1,2,1,17,0.5833333333333334,2.0
2,Jazmine Jones,3,7,3,7,0,0,0,0,0,1,2,0,0,1,5,6,0.0,2.0
3,Kylee Shook,2,5,1,4,1,1,0,0,1,5,1,0,1,0,2,5,0.0,0.0
4,Arica Carter,2,6,0,1,2,5,0,0,0,2,4,0,0,0,1,6,0.0,0.0
11,School Totals,23,57,16,40,7,17,8,11,4,28,14,4,2,3,16,61,0.14035087719298245,4.666666666666667
