,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Rutgers ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Charise Wilson,38,2,8,.250,1,4,.250,1,4,.250,0,0,,1,2,3,4,2,1,3,2,5
1,Zipporah Broughton,35,3,10,.300,2,3,.667,1,7,.143,1,1,1.000,0,3,3,6,1,0,0,0,8
2,Stasha Carey,33,9,13,.692,9,13,.692,0,0,,2,3,.667,5,6,11,1,1,0,1,2,20
3,Arella Guirantes,33,6,17,.353,6,12,.500,0,5,.000,2,4,.500,0,1,1,4,3,0,6,3,14
4,Victoria Harris,16,3,4,.750,3,4,.750,0,0,,0,0,,2,1,3,0,0,1,1,5,6
6,Tekia Mack,29,4,10,.400,3,6,.500,1,4,.250,1,3,.333,2,1,3,0,0,0,1,4,10
7,Mael Gilles,11,1,4,.250,0,3,.000,1,1,1.000,1,2,.500,1,2,3,1,2,0,1,3,4
8,Jordan Wallace,5,1,2,.500,1,2,.500,0,0,,2,2,1.000,0,0,0,0,0,0,1,1,4
9,Noga Peleg Pelc,1,0,0,,0,0,,0,0,,0,0,,0,1,1,1,0,0,0,0,0
10,School Totals,201,29,68,.426,25,47,.532,4,21,.190,9,15,.600,11,17,28,17,9,2,14,20,71
