,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Georgia Tech ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Brigitte Ardossi,38,10,22,.455,10,22,.455,0,0,,6,7,.857,1,1,2,0,2,0,4,3,26
1,Deja Foster,38,5,11,.455,5,10,.500,0,1,.000,0,0,,4,1,5,3,0,0,2,4,10
2,Alex Montgomery,37,2,12,.167,2,9,.222,0,3,.000,0,0,,2,11,13,1,0,1,2,4,4
3,Sasha Goodlett,30,4,10,.400,4,10,.400,0,0,,0,0,,4,3,7,0,2,2,4,1,8
4,Jasmine Blain,20,1,4,.250,0,1,.000,1,3,.333,0,0,,0,0,0,1,3,0,0,4,3
6,Metra Walthour,17,0,1,.000,0,1,.000,0,0,,0,0,,0,1,1,2,1,0,2,0,0
7,Chelsea Regins,10,1,2,.500,1,2,.500,0,0,,0,0,,2,2,4,0,1,1,1,3,2
8,Mo Bennett,8,0,0,,0,0,,0,0,,0,1,.000,0,3,3,0,0,0,1,0,0
9,LaQuananisha Adams,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
10,Sharena Taylor,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0
11,School Totals,200,23,62,.371,22,55,.400,1,7,.143,6,8,.750,13,22,35,7,9,4,16,20,53
