,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Georgia Tech ,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
0,Kim Sitzmann,40,.761,.800,.700,.800,3.8,7.9,6.3,21.4,4.3,0.0,18.2,22.5,123,80
1,Asriel Rolfe,40,.800,.800,.800,.000,0.0,2.6,1.6,35.3,2.9,0.0,37.5,10.9,109,85
2,Shankia Butler,33,.482,.375,.125,.625,9.3,6.4,7.6,29.6,7.0,2.2,8.9,18.5,112,73
3,Chastity Reed,31,.344,.294,.000,.412,0.0,34.0,20.2,0.0,1.9,2.3,13.0,40.6,61,69
4,Britteni Williams,20,.339,.500,.000,1.000,7.7,10.5,9.4,11.1,0.0,0.0,25.8,10.6,70,87
6,Marian Kursh,28,.678,.500,.000,1.000,0.0,18.8,11.2,8.3,2.1,0.0,41.0,19.0,83,78
7,Janette Merriex,8,.000,.000,1.000,.000,0.0,26.3,15.6,0.0,0.0,0.0,0.0,6.8,0,79
8,Channon Haywood,0,,,,,,,,,,,,,,
9,School Totals,200,.531,.489,.277,.553,15.4,65.8,45.3,75.0,15.7,3.6,20.2,100.0,90.0,75.7
