,Connecticut ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Kia Nurse,7,11,7,8,0,3,1,2,2,8,2,0,1,4,1,15,0.09090909090909091,0.5
1,Katie Lou Samuelson,7,11,3,4,4,7,0,0,0,7,10,0,0,1,0,18,0.0,10.0
2,Gabby Williams,7,8,7,8,0,0,2,2,0,9,6,1,1,2,0,16,0.25,3.0
3,Crystal Dangerfield,1,3,1,2,0,1,2,2,0,4,6,3,0,0,1,4,0.6666666666666666,0.0
4,Napheesa Collier,11,13,11,13,0,0,3,4,2,3,9,4,2,0,0,25,0.23076923076923078,0.0
11,School Totals,59,91,51,72,8,19,14,19,14,51,38,12,4,10,7,140,0.15384615384615385,3.8
