,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Naz Hillmon,38,.591,.500,.000,.417,21.1,14.0,17.5,23.1,0.0,3.3,22.0,27.8,112,88,
1,Emily Kiser,31,.400,.400,.400,.000,12.9,25.8,19.4,0.0,0.0,0.0,16.7,11.2,88,86,
2,Maddie Nolan,25,.150,.150,.900,.000,0.0,0.0,0.0,17.4,2.7,0.0,9.1,25.6,46,90,
3,Danielle Rauch,25,.000,.000,1.000,.000,0.0,32.0,16.0,8.0,5.4,0.0,33.3,7.0,18,73,
4,Laila Phelia,23,.787,.857,.429,.571,0.0,0.0,0.0,0.0,0.0,0.0,18.6,27.2,121,96,
6,Leigha Brown,28,.386,.333,.083,.167,0.0,14.3,7.1,20.0,2.4,4.5,18.9,33.0,77,82,
7,Amy Dilk,22,.500,.500,.000,.000,12.1,18.2,15.2,11.1,3.1,0.0,0.0,10.6,130,82,
8,Elise Stuck,3,,,,,0.0,44.4,22.2,0.0,0.0,0.0,,0.0,,79,
9,Izabel Varejao,3,,,,,0.0,44.4,22.2,66.7,0.0,0.0,,0.0,215,79,
10,Cameron Williams,2,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,93,
11,School Totals,200,.454,.413,.327,.212,36.7,80.0,58.3,50.0,8.5,6.3,17.3,100.0,88.1,83.1,
