,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Kansas ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Angel Goodrich,40,5,16,.313,3,12,.250,2,4,.500,2,2,1.000,0,2,2,8,2,0,3,2,14
1,Monica Engelman,34,5,11,.455,5,7,.714,0,4,.000,0,0,,0,6,6,2,0,2,2,3,10
2,Chelsea Gardner,33,5,10,.500,5,10,.500,0,0,,2,2,1.000,0,9,9,1,2,2,2,4,12
3,Carolyn Davis,28,6,11,.545,6,10,.600,0,1,.000,2,2,1.000,3,5,8,1,0,2,7,3,14
4,Markisha Hawkins,18,1,2,.500,0,0,,1,2,.500,0,0,,0,0,0,1,1,0,0,1,3
6,Charlicia Cece Harper,22,5,8,.625,3,5,.600,2,3,.667,0,0,,1,5,6,1,0,0,2,2,12
7,Catherine (Bunny) Williams,19,1,3,.333,1,3,.333,0,0,,0,0,,3,3,6,1,0,1,3,4,2
8,Asia Boyd,6,0,0,,0,0,,0,0,,0,0,,0,1,1,1,0,0,0,0,0
9,School Totals,200,28,61,.459,23,47,.489,5,14,.357,6,6,1.000,7,31,38,16,5,7,19,19,67
