,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Texas A&M ,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Sydney Stipanovich,40,.588,.588,.000,.000,0.0,4.8,2.9,0.0,0.0,3.6,0.0,24.9,116,110,
1,Kasey Chambers,40,.672,.600,.800,.400,14.3,4.8,8.6,14.3,1.5,0.0,33.8,13.0,111,108,
2,Anna Ross,39,.449,.357,.571,.571,3.7,19.5,13.2,34.3,1.6,0.0,31.3,19.1,90,95,
3,Beth Brzozowski,32,.500,.500,.833,.000,0.0,6.0,3.6,18.3,1.9,0.0,0.0,11.0,120,106,
4,Michelle Nwokedi,28,.540,.500,.417,.333,5.1,20.4,14.3,36.0,0.0,5.2,17.9,35.0,101,95,
6,Princess Aghayere,12,.500,.500,.000,.000,0.0,15.9,9.5,0.0,0.0,0.0,33.3,14.6,59,102,
7,Ashley Russell,9,.250,.250,.500,.000,15.9,10.6,12.7,0.0,0.0,0.0,0.0,26.0,68,106,
8,Emily Anderson,0,,,,,,,,,,,,,,,
9,Jackie Falconer,0,,,,,,,,,,,,,,,
10,School Totals,200,.528,.500,.377,.189,25.0,57.1,44.3,73.9,4.6,7.3,16.0,100.0,93.8,96.9,
