,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Iowa State ,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
0,Kayla Tetschlag,33,.943,.923,.385,.385,4.5,17.8,11.9,15.4,0.0,4.5,20.8,33.1,135,96
1,Heather Golden,27,.000,.000,1.000,.000,0.0,4.4,2.4,7.4,0.0,0.0,66.7,12.6,9,103
2,Julie Wojta,24,.633,.611,.111,.111,0.0,24.5,13.7,14.3,2.6,0.0,17.5,27.1,97,88
3,Celeste Hoewisch,23,.290,.000,.000,.800,0.0,20.5,11.4,8.7,0.0,0.0,47.0,31.5,37,96
4,Sarah Eichler,18,.500,.500,.500,.000,0.0,0.0,0.0,37.5,0.0,0.0,0.0,6.3,138,104
6,Hannah Quilling,31,.000,.000,.667,.000,0.0,11.4,6.3,25.8,4.0,0.0,0.0,5.5,64,91
7,Adrian Ritchie,24,.214,.214,.571,.000,6.2,29.4,19.1,27.3,0.0,6.2,12.5,18.9,63,89
8,Stephanie Sension,16,.429,.429,.286,.000,18.5,7.4,12.3,20.0,0.0,0.0,12.5,28.4,86,103
9,Lydia Bauer,4,,,,,0.0,29.4,16.4,0.0,0.0,0.0,,0.0,,93
10,School Totals,200,.531,.479,.354,.208,14.8,76.5,49.2,75.0,4.7,7.4,25.4,100.0,87.5,93.8
