,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Missouri ,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Sammie Bachrodt,35,.167,.167,.444,.000,0.0,9.8,4.5,23.8,1.7,0.0,0.0,13.4,76,108,
1,Becca Hittner,31,.442,.429,.381,.048,9.3,38.7,22.7,32.1,1.9,0.0,8.5,39.3,97,101,
2,Maddy Dean,30,1.010,1.000,.750,.500,4.8,28.6,15.6,25.3,0.0,0.0,38.1,13.6,127,108,
3,Sara Rhine,28,.652,.650,.200,.800,0.0,24.5,11.2,0.0,2.1,14.5,22.8,32.5,96,96,
4,Maddie Petersen,25,.833,.833,.667,.000,0.0,0.0,0.0,29.2,0.0,0.0,25.0,8.3,141,115,
6,Nicole Miller,27,.750,.750,.375,.000,5.3,0.0,2.9,25.1,4.3,0.0,11.1,17.3,138,104,
7,Brenni Rose,22,.583,.583,.333,.000,6.5,0.0,3.6,18.5,2.6,0.0,40.0,23.6,75,108,
8,Monica Burich,15,.000,.000,.500,.000,38.4,11.4,26.1,10.6,7.7,0.0,0.0,6.9,108,93,
9,Becca Jonas,7,.500,.500,.500,.000,0.0,0.0,0.0,0.0,0.0,0.0,33.3,22.3,59,115,
10,Allie Wooldridge,3,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,114,
11,School Totals,223,.541,.523,.400,.169,29.0,73.1,49.1,82.1,10.4,9.1,18.6,100.0,98.7,100.0,
