,Notre Dame ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Arike Ogunbowale,11,27,8,22,3,5,6,8,2,4,1,2,0,3,1,31,0.2222222222222222,0.3333333333333333
1,Jessica Shepard,4,10,4,10,0,0,3,5,6,4,2,0,2,2,2,11,0.3,1.0
2,Jackie Young,1,8,1,8,0,0,2,2,5,4,6,0,1,3,3,4,0.25,2.0
3,Marina Mabrey,7,15,3,7,4,8,3,3,0,3,3,1,0,1,2,21,0.2,3.0
4,Brianna Turner,4,11,4,11,0,0,4,4,5,7,5,1,1,1,4,12,0.36363636363636365,5.0
7,School Totals,28,72,21,59,7,13,18,22,18,22,18,4,4,10,13,81,0.25,1.8
