,Stanford ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Nnemkadi Ogwumike,11,16,10,14,1,2,5,7,1,9,4,3,1,3,0,28,0.3125,1.3333333333333333
1,Toni Kokenis,4,7,4,6,0,1,1,2,1,2,0,1,0,3,2,9,0.14285714285714285,0.0
2,Amber Orrange,2,4,1,3,1,1,2,2,1,4,11,1,0,3,1,7,0.5,3.6666666666666665
3,Joslyn Tinkle,6,7,2,3,4,4,0,0,0,5,2,0,2,1,2,16,0.0,2.0
4,Chiney Ogwumike,4,6,4,6,0,0,1,3,2,4,1,0,0,0,2,9,0.16666666666666666,0.0
12,School Totals,29,50,23,38,6,12,9,14,7,29,21,5,7,18,15,73,0.18,1.1666666666666667
