,South Carolina ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Alaina Coates,9,14,9,14,0,0,4,5,5,5,0,3,0,1,2,22,0.2857142857142857,0.0
1,Tiffany Mitchell,5,11,3,5,2,6,2,2,0,1,1,2,0,5,2,14,0.18181818181818182,0.2
2,Khadijah Sessions,2,5,2,4,0,1,4,4,1,3,4,5,0,1,1,8,0.8,4.0
3,A'ja Wilson,6,16,6,16,0,0,3,7,5,6,1,0,3,1,1,15,0.1875,1.0
4,Asia Dozier,0,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0.0,0.0
11,School Totals,29,64,26,49,3,15,16,24,13,25,13,14,4,10,10,77,0.25,1.3
