,Tennessee ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Meighan Simmons,7,13,5,9,2,4,2,4,0,5,5,2,2,2,0,18,0.15384615384615385,2.5
1,Shekinna Stricklen,7,12,6,11,1,1,5,6,2,5,1,2,0,1,3,20,0.4166666666666667,1.0
2,Glory Johnson,3,10,3,10,0,0,3,6,6,5,3,0,0,4,2,9,0.3,0.75
3,Kelley Cain,8,10,8,10,0,0,0,0,2,0,0,0,1,0,1,16,0.0,0.0
4,Angie Bjorklund,0,4,0,3,0,1,0,0,0,1,7,0,0,0,0,0,0.0,0.0
11,School Totals,36,77,33,69,3,8,10,16,16,25,20,5,3,8,12,85,0.12987012987012986,2.5
