,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Purdue ,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Kacie Cassell,36,.391,.375,.250,.250,0.0,7.9,3.2,73.3,1.5,0.0,25.3,15.9,84,124,
1,Hanna Luburgh,33,.226,.184,.421,.105,8.9,21.6,14.1,7.4,5.0,0.0,16.8,34.9,48,110,
2,Rachel Tecca,32,.504,.467,.000,.400,3.0,4.5,3.6,11.1,5.1,2.7,5.4,28.1,102,116,
3,Hannah Plybon,24,.404,.250,.500,.500,0.0,0.0,0.0,0.0,2.3,0.0,0.0,9.8,93,125,
4,DiAndra Gibson,10,.333,.333,.333,.000,19.5,28.6,23.2,0.0,0.0,8.5,0.0,14.5,90,115,
6,Carly Young,30,.429,.429,.714,.000,3.3,9.5,5.8,7.7,3.6,0.0,0.0,11.2,96,118,
7,Anita Brown,21,.576,.500,.000,.333,9.3,13.6,11.0,0.0,0.0,0.0,30.4,22.7,82,125,
8,Katie Nunan,8,.000,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,10.6,0.0,12.0,0,126,
9,Megan Barilla,4,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,12.0,0,131,
10,Cari Guyton,1,.526,,,,97.6,0.0,58.0,0.0,0.0,0.0,0.0,42.4,140,131,
11,Alex Ricketts,1,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,131,
12,School Totals,200,.384,.336,.281,.250,24.4,50.0,34.8,70.0,13.7,6.4,14.4,100.0,75.3,115.1,
