,Unnamed: 0_level_0,Unnamed: 1_level_0,Four Factors,Four Factors,Four Factors,Four Factors,Unnamed: 6_level_0
,Unnamed: 0_level_1,Pace,eFG%,TOV%,ORB%,FT/FGA,ORtg
0,Akron,73.2,0.336,14.4,24.4,0.188,75.3
1,Purdue,73.2,0.597,19.6,50.0,0.06,115.1
