,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Duke ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Jasmine Thomas,38,7,22,.318,4,16,.250,3,6,.500,0,1,.000,1,3,4,4,3,0,2,0,17
1,Karima Christmas,26,4,9,.444,4,6,.667,0,3,.000,3,6,.500,3,3,6,2,4,1,0,2,11
2,Krystal Thomas,23,4,7,.571,4,7,.571,0,0,,2,2,1.000,6,2,8,2,0,0,1,0,10
3,Shay Selby,19,2,5,.400,2,3,.667,0,2,.000,0,1,.000,2,0,2,1,2,0,2,1,4
4,Allison Vernerey,19,0,4,.000,0,4,.000,0,0,,0,3,.000,3,2,5,1,0,0,2,1,0
6,Haley Peters,28,4,5,.800,4,4,1.000,0,1,.000,4,4,1.000,1,4,5,0,0,0,4,3,12
7,Chelsea Gray,20,4,7,.571,2,4,.500,2,3,.667,3,4,.750,0,4,4,3,3,0,1,1,13
8,Kathleen Scheer,9,1,2,.500,1,1,1.000,0,1,.000,0,0,,2,2,4,0,0,0,1,1,2
9,Chloe Wells,7,0,0,,0,0,,0,0,,0,0,,0,0,0,1,0,0,1,1,0
10,Tricia Liston,6,0,1,.000,0,0,,0,1,.000,0,2,.000,1,2,3,0,0,0,1,0,0
11,Richa Jackson,5,1,1,1.000,1,1,1.000,0,0,,0,0,,1,0,1,0,0,0,1,0,2
12,School Totals,200,27,63,.429,22,46,.478,5,17,.294,12,23,.522,20,22,42,14,12,1,16,10,71
