,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Jasmine Thomas,38,.378,.386,.273,.045,2.6,11.3,6.1,21.4,4.6,0.0,8.2,28.9,100,95,
1,Karima Christmas,26,.464,.444,.333,.667,11.3,16.5,13.4,14.8,8.9,5.7,0.0,20.1,127,80,
2,Krystal Thomas,23,.629,.571,.000,.286,25.5,12.4,20.2,17.4,0.0,0.0,11.3,17.3,143,106,
3,Shay Selby,19,.365,.400,.400,.200,10.3,0.0,6.1,9.2,6.1,0.0,26.9,17.6,73,94,
4,Allison Vernerey,19,.000,.000,.000,.750,15.4,15.0,15.3,7.8,0.0,0.0,27.3,17.3,25,106,
6,Haley Peters,28,.870,.800,.200,.800,3.5,20.4,10.4,0.0,0.0,0.0,37.2,17.2,107,104,
7,Chelsea Gray,20,.730,.714,.429,.571,0.0,28.6,11.6,31.6,8.7,0.0,10.2,21.9,154,82,
8,Kathleen Scheer,9,.500,.500,.500,.000,21.7,31.7,25.8,0.0,0.0,0.0,33.3,15.0,85,102,
9,Chloe Wells,7,,,,,0.0,0.0,0.0,21.2,0.0,0.0,100.0,6.4,38,109,
10,Tricia Liston,6,.000,.000,1.000,2.000,16.3,47.6,29.0,0.0,0.0,0.0,34.7,21.5,13,98,
11,Richa Jackson,5,1.000,1.000,.000,.000,19.5,0.0,11.6,0.0,0.0,0.0,50.0,18.0,86,109,
12,School Totals,200,.480,.468,.270,.365,48.8,78.6,60.9,51.9,17.4,3.7,17.8,100.0,102.9,95.7,
