,Texas A&M ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Courtney Walker,11,21,11,21,0,0,7,7,2,2,0,0,1,8,2,29,0.3333333333333333,0.0
1,Anriel Howard,3,8,3,8,0,0,3,3,8,19,1,0,1,2,2,9,0.375,0.5
2,Jordan Jones,1,3,1,3,0,0,0,3,1,4,6,0,0,6,1,2,0.0,1.0
3,Chelsea Jennings,7,17,7,16,0,1,1,2,3,1,0,1,1,3,2,15,0.058823529411764705,0.0
4,Khaalia Hillsman,3,4,3,4,0,0,0,0,2,6,0,0,1,0,1,6,0.0,0.0
10,School Totals,29,63,26,58,3,5,13,19,18,36,11,2,7,24,18,74,0.20634920634920634,0.4583333333333333
