,Unnamed: 0_level_0,Unnamed: 1_level_0,Four Factors,Four Factors,Four Factors,Four Factors,Unnamed: 6_level_0
,Unnamed: 0_level_1,Pace,eFG%,TOV%,ORB%,FT/FGA,ORtg
0,Saint Francis (PA),95.4,0.284,17.5,13.6,0.074,54.7
1,Connecticut,95.4,0.692,9.1,41.2,0.154,147.4
