,Stanford ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Bonnie Samuelson,4,10,1,1,3,9,8,8,0,2,0,1,1,1,4,19,0.8,0.0
1,Amber Orrange,11,18,10,17,1,1,1,2,1,6,3,2,1,3,3,24,0.05555555555555555,1.0
2,Lili Thompson,5,6,2,3,3,3,6,11,0,6,4,0,0,6,2,19,1.0,0.6666666666666666
3,Erica McCall,2,5,2,5,0,0,3,4,3,8,0,0,2,1,2,7,0.6,0.0
4,Brittany McPhee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
8,School Totals,24,46,16,29,8,17,30,38,8,29,10,5,7,19,21,86,0.6521739130434783,0.5263157894736842
