,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Georgia ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Ashley Houts,40,7,14,.500,6,10,.600,1,4,.250,7,7,1.000,1,6,7,6,3,0,5,2,22
1,Jasmine James,40,2,8,.250,1,5,.200,1,3,.333,3,4,.750,0,6,6,5,3,0,8,3,8
2,Meredith Mitchell,40,3,10,.300,2,6,.333,1,4,.250,1,4,.250,2,3,5,2,1,1,2,2,8
3,Angel Robinson,35,6,7,.857,5,6,.833,1,1,1.000,5,7,.714,4,9,13,1,0,3,2,0,18
4,Porsha Phillips,26,1,5,.200,1,5,.200,0,0,,0,2,.000,3,4,7,1,0,3,4,3,2
6,Anne Marie Armstrong,14,2,5,.400,0,2,.000,2,3,.667,0,0,,2,3,5,0,0,0,1,1,6
7,Jasmine Hassell,5,0,1,.000,0,1,.000,0,0,,0,0,,1,0,1,0,0,0,0,1,0
8,School Totals,200,21,50,.420,15,35,.429,6,15,.400,16,24,.667,13,31,44,15,7,7,22,12,64
