,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Tennessee ,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Heather Butler,40,.260,.220,.320,.160,7.7,10.3,9.0,14.3,1.5,0.0,3.6,35.8,61,111,
1,Jasmine Newsome,40,.251,.167,.278,.222,0.0,15.4,7.7,31.3,0.0,2.3,16.8,30.7,53,110,
2,Jaclissa Haislip,34,.750,.750,.375,.000,0.0,6.0,3.0,9.0,3.4,0.0,0.0,12.1,143,109,
3,Aubrey Reedy,21,.250,.250,.000,.000,0.0,9.8,4.9,0.0,0.0,4.4,0.0,9.8,52,112,
4,Shelby Crawford,15,.500,.500,.000,.000,6.8,6.8,6.8,0.0,0.0,0.0,0.0,6.9,111,116,
6,Rickiesha Bryant,24,.750,.750,.000,.000,8.5,12.8,10.7,0.0,0.0,7.8,20.0,10.7,115,110,
7,Taylor Hall,18,.375,.375,1.000,.000,0.0,17.1,8.5,53.0,0.0,0.0,33.3,17.2,67,109,
8,Perica Glenn,8,.000,.000,.000,.000,12.8,25.6,19.2,0.0,0.0,0.0,0.0,6.4,41,102,
9,Megan White,0,,,,,,,,,,,,,,,
10,Paige Smith,0,,,,,,,,,,,,,,,
11,Beth Hawn,0,,,,,,,,,,,,,,,
12,School Totals,200,.351,.318,.303,.121,17.9,59.0,38.5,63.2,4.3,9.3,10.3,100.0,71.0,104.3,
