,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Brynn Williamson,37,.545,.545,1.000,.000,5.0,13.0,7.9,0.0,0.0,6.6,15.4,17.1,86,83,
1,Jadda Buckley,36,.386,.333,.750,.167,0.0,0.0,0.0,38.1,1.5,0.0,13.4,20.2,78,86,
2,Seanna Johnson,36,.125,.125,.375,.000,7.8,26.7,14.7,0.0,6.1,0.0,27.3,14.9,27,71,
3,Nikki Moody,35,.136,.136,.636,.000,0.0,13.7,5.0,41.2,1.6,3.5,38.9,25.1,29,81,
4,Hallie Christofferson,32,.488,.400,.400,.700,2.9,15.0,7.4,12.5,5.2,3.8,18.7,24.5,85,73,
6,Nicole (Kidd) Blaskowsky,12,.250,.250,.750,.000,7.8,40.0,19.6,57.1,9.2,0.0,20.0,20.3,60,61,
7,Fallon Ellis,12,.333,.333,.333,.000,15.5,13.3,14.7,0.0,4.6,0.0,25.0,16.3,60,77,
8,School Totals,200,.348,.314,.644,.153,20.9,76.0,41.2,80.0,16.7,12.1,23.1,100.0,61.1,76.4,
